date,temperature_c,precipitation_mm,is_holiday
2026-06-09,24.9,0.0,False
2026-06-10,28.5,1.8,False
2026-06-11,28.2,0.0,False
2026-06-12,22.9,0.0,True
2026-06-13,25.3,0.0,False
2026-06-14,25.0,0.0,False
2026-06-15,26.3,1.4,False
2026-06-16,25.6,0.0,False
2026-06-17,22.1,0.0,False
2026-06-18,21.2,0.0,False
2026-06-19,25.6,1.4,False
2026-06-20,21.6,0.0,False
2026-06-21,29.3,0.0,False
2026-06-22,25.4,0.0,False
2026-06-23,22.3,0.0,False
2026-06-24,24.5,0.0,False
2026-06-25,24.0,6.4,False
2026-06-26,25.2,0.0,False
2026-06-27,28.5,0.0,False
2026-06-28,21.4,0.0,False
2026-06-29,20.1,0.0,False
2026-06-30,26.8,9.8,False
