trip_id,start_time,station,user_type,duration_min
510827,2025-08-20 16:38:00,Деловой квартал,Разовая поездка,5.0
500570,2025-01-26 15:43:00,спальный район,Подписчик,15.8 мин
517954,2026-03-16 11:10:00,парк горького,Подписчик,26.0
520293,2026-05-05 16:07:00,Университет,Разовая поездка,19.3
509680,2025-08-02 16:22:00,Центральный вокзал,Разовая поездка,5.7
502184,2025-03-24 10:05:00,парк горького,Подписчик,31.0
502089,2025-03-21 17:12:00,Деловой квартал,Разовая поездка,34.6
508865,2025-07-21 13:28:00,университет,Разовая поездка,5.4
519926,2026-04-28 09:55:00,Университет,Подписчик,20.0
520656,2026-05-12 23:43:00,Парк Горького,Разовая поездка,9.9
504231,2025-05-06 19:31:00,Набережная,Разовая поездка,27.4
507271,2025-06-27 10:30:00,Парк Горького,Разовая поездка,21.2
520811,2026-05-14 14:29:00,Университет,Подписчик,9.8
510132,2025-08-09 20:05:00,Спальный район,Подписчик,11.6
506590,2025-06-17 16:45:00,парк горького,Разовая поездка,29.5
513189,2025-10-03 14:22:00,Набережная,Подписчик,14.4 мин
513288,2025-10-05 15:45:00,Парк Горького,Подписчик,
517023,2026-02-12 16:56:00,Деловой квартал,Разовая поездка,18.4
507931,2025-07-07 10:36:00,набережная ,Подписчик,10.5
521576,2026-05-26 09:52:00,Университет,Разовая поездка,21.5
502639,2025-04-03 20:36:00,спальный район,Разовая поездка,14.8
519998,2026-04-29 16:13:00,Центральный вокзал,Подписчик,13.1 мин
506017,2025-06-07 12:01:00,Университет,Разовая поездка,5.2
519716,2026-04-24 15:42:00,Деловой квартал ,Разовая поездка,5.3
502629,2025-04-03 11:55:00,Деловой квартал ,Подписчик,21.3
512956,2025-09-27 08:27:00,Деловой квартал ,Разовая поездка,12.5
520026,2026-04-30 17:54:00,парк горького,Разовая поездка,37.8
500537,2025-01-25 11:27:00,Центральный вокзал,,2.9
511323,2025-08-28 08:34:00,Парк Горького,Разовая поездка,24.5
504628,2025-05-13 19:37:00,Деловой квартал ,Подписчик,16.5
520356,2026-05-06 11:49:00,Центральный вокзал,Разовая поездка,2.8
505176,2025-05-24 19:24:00,центральный вокзал,Разовая поездка,8.7
520884,2026-05-15 18:24:00,Центральный вокзал,,33.2
518543,2026-03-30 11:26:00,Спальный район,Подписчик,14.2
511066,2025-08-24 16:58:00,парк горького,Подписчик,10.5
508405,2025-07-14 12:07:00,Деловой квартал ,Разовая поездка,1882.4
517678,2026-03-07 12:21:00,Спальный район,Разовая поездка,14.1
506785,2025-06-19 10:09:00,Деловой квартал ,Разовая поездка,11.8
518221,2026-03-23 16:00:00,парк горького,Разовая поездка,7.8 мин
510709,2025-08-18 14:58:00,центральный вокзал,Подписчик,48.5 мин
500244,2025-01-13 19:37:00,университет,Подписчик,24.4
501332,2025-02-27 19:23:00,Парк Горького ,Подписчик,12.4
500197,2025-01-11 21:41:00,Набережная,Подписчик,22.9
511841,2025-09-05 18:00:00,Деловой квартал ,Подписчик,23.1
522615,2026-06-12 10:46:00,университет,Подписчик,13.5
503627,2025-04-25 12:52:00,университет,Разовая поездка,9.3 мин
514878,2025-11-17 17:15:00,Центральный вокзал,Разовая поездка,43.1 мин
517590,2026-03-05 17:15:00,университет,Разовая поездка,3.7
518250,2026-03-23 16:07:00,Деловой квартал,Разовая поездка,33.5
502720,2025-04-05 16:44:00,спальный район,Подписчик,
505402,2025-05-28 20:35:00,центральный вокзал,Подписчик,26.4
500784,2025-02-04 21:21:00,набережная ,Подписчик,14.4
515703,2025-12-18 09:35:00,Парк Горького ,Подписчик,12.1
510793,2025-08-20 09:51:00,Парк Горького,Разовая поездка,3.5
520870,2026-05-15 09:33:00,Университет,Разовая поездка,8.5
511622,2025-09-02 08:51:00,Парк Горького,Подписчик,22.3
514852,2025-11-16 15:39:00,Деловой квартал,Подписчик,28.1
502644,2025-04-03 16:43:00,Спальный район,Разовая поездка,6.4
511022,2025-08-23 11:12:00,центральный вокзал,Разовая поездка,46.0
518378,2026-03-27 16:54:00,Парк Горького,Подписчик,32.8
518939,2026-04-08 09:31:00,университет,Разовая поездка,12.1 мин
505010,2025-05-21 19:02:00,Центральный вокзал,Разовая поездка,1.6
502729,2025-04-06 14:09:00,парк горького,Подписчик,16.6
505891,2025-06-05 17:21:00,Центральный вокзал,Разовая поездка,6.1
512546,2025-09-20 18:32:00,Парк Горького,Разовая поездка,
512779,2025-09-24 23:45:00,Парк Горького,Разовая поездка,30.6
522880,2026-06-16 13:47:00,Парк Горького ,Разовая поездка,17.8
511682,2025-09-02 10:09:00,спальный район,Разовая поездка,44.6
521742,2026-05-29 07:07:00,Деловой квартал,Разовая поездка,
514644,2025-11-10 17:32:00,Деловой квартал,Подписчик,11.2
508168,2025-07-11 15:02:00,Парк Горького ,,15.9
506664,2025-06-18 18:39:00,университет,Подписчик,18.4
513157,2025-10-02 13:21:00,Деловой квартал ,Подписчик,17.6
511429,2025-08-29 12:31:00,Спальный район,Подписчик,13.2
518586,2026-04-01 10:20:00,парк горького,Разовая поездка,-11.580902979857793
518691,2026-04-02 08:06:00,центральный вокзал,Подписчик,10.2 мин
521467,2026-05-24 09:39:00,университет,Разовая поездка,29.4
521408,2026-05-23 13:05:00,Центральный вокзал,Разовая поездка,27.2 мин
515039,2025-11-22 16:41:00,Спальный район,Подписчик,11.5
523758,2026-06-29 09:51:00,парк горького,Разовая поездка,4.4
513484,2025-10-09 21:00:00,Деловой квартал,Подписчик,11.8
505591,2025-05-31 09:23:00,Деловой квартал ,Разовая поездка,1.1
512191,2025-09-12 14:06:00,спальный район,Разовая поездка,10.7
501684,2025-03-10 19:42:00,университет,Подписчик,33.9
514475,2025-11-04 18:18:00,Спальный район,Разовая поездка,2.3
518059,2026-03-18 09:54:00,Деловой квартал ,Разовая поездка,15.7
504954,2025-05-20 18:34:00,Центральный вокзал,Разовая поездка,28.2
517228,2026-02-20 13:20:00,Деловой квартал,Подписчик,17.4
501621,2025-03-08 13:06:00,Университет,Разовая поездка,4.1 мин
520034,2026-04-30 21:16:00,университет,Разовая поездка,22.8
503240,2025-04-17 10:10:00,центральный вокзал,Разовая поездка,48.9
520119,2026-05-02 16:35:00,Парк Горького,Разовая поездка,22.6
504262,2025-05-06 15:01:00,Спальный район,Разовая поездка,6.2
515886,2025-12-26 14:29:00,Парк Горького,Разовая поездка,27.4
501730,2025-03-12 16:38:00,Парк Горького ,Разовая поездка,
508269,2025-07-12 17:16:00,Центральный вокзал,Подписчик,20.2
519976,2026-04-29 08:04:00,Университет,Подписчик,5.8
520563,2026-05-10 09:06:00,университет,Подписчик,
514855,2025-11-16 10:50:00,Спальный район,,20.3
509027,2025-07-24 18:25:00,парк горького,Подписчик,37.0
500473,2025-01-23 21:53:00,Набережная,Подписчик,16.0
509193,2025-07-26 17:13:00,Набережная,Подписчик,40.8
519589,2026-04-22 13:52:00,Набережная,Разовая поездка,
503635,2025-04-25 16:43:00,набережная ,Разовая поездка,55.3
520803,2026-05-14 22:46:00,Парк Горького ,Подписчик,35.5
511948,2025-09-07 10:15:00,центральный вокзал,Разовая поездка,8.1
522801,2026-06-15 10:06:00,парк горького,Разовая поездка,10.4
523180,2026-06-20 18:51:00,Университет,Подписчик,12.2
508940,2025-07-22 15:54:00,Центральный вокзал,Подписчик,19.9 мин
518771,2026-04-04 19:47:00,центральный вокзал,Разовая поездка,7.4
508984,2025-07-23 10:50:00,Университет,Подписчик,28.6
519404,2026-04-18 14:58:00,Университет,Разовая поездка,5.2
513208,2025-10-03 09:11:00,Деловой квартал,Разовая поездка,24.3
510614,2025-08-17 08:20:00,университет,,10.2
503357,2025-04-19 15:06:00,Центральный вокзал,Подписчик,8.1
521487,2026-05-24 16:10:00,центральный вокзал,Разовая поездка,5.9
500500,2025-01-24 07:55:00,Набережная,Разовая поездка,14.3
513325,2025-10-05 10:33:00,центральный вокзал,Подписчик,9.6
507263,2025-06-27 19:18:00,Парк Горького,,11.9
520900,2026-05-15 14:01:00,Деловой квартал,Подписчик,17.3
503059,2025-04-13 13:29:00,Центральный вокзал,Подписчик,18.6
512592,2025-09-20 19:44:00,Центральный вокзал,Подписчик,29.8
514869,2025-11-17 09:20:00,центральный вокзал,Подписчик,15.4
516296,2026-01-13 18:17:00,Парк Горького,Разовая поездка,46.1
523534,2026-06-26 17:18:00,парк горького,Разовая поездка,6.8
510148,2025-08-10 16:13:00,парк горького,Разовая поездка,39.1
503147,2025-04-15 08:03:00,Деловой квартал,Разовая поездка,18.9
512787,2025-09-24 18:15:00,Университет,Подписчик,4.3
518900,2026-04-07 10:29:00,Университет,Разовая поездка,3565.0
501372,2025-02-28 20:18:00,Центральный вокзал,Подписчик,3.8
503026,2025-04-12 18:39:00,Спальный район,Разовая поездка,19.3
519746,2026-04-25 16:28:00,парк горького,Разовая поездка,14.6
511763,2025-09-04 16:15:00,Университет,Подписчик,34.3
503305,2025-04-18 21:15:00,Деловой квартал ,Разовая поездка,9.7
523821,2026-06-30 11:16:00,университет,Разовая поездка,19.3
510317,2025-08-12 10:29:00,центральный вокзал,Подписчик,19.8
522392,2026-06-09 11:14:00,Парк Горького,Разовая поездка,
520921,2026-05-16 15:30:00,парк горького,,11.6
510054,2025-08-08 15:10:00,спальный район,Разовая поездка,19.9
519821,2026-04-26 18:25:00,набережная ,Подписчик,
512404,2025-09-17 14:44:00,Парк Горького ,Подписчик,17.4
504425,2025-05-09 17:52:00,центральный вокзал,Подписчик,10.4 мин
512838,2025-09-25 12:26:00,университет,Разовая поездка,1.8
518276,2026-03-24 17:12:00,университет,Разовая поездка,17.8 мин
510629,2025-08-17 18:09:00,Набережная,Подписчик,17.0
513213,2025-10-03 09:27:00,Деловой квартал ,Подписчик,-8.16940932569815
510192,2025-08-10 18:40:00,центральный вокзал,Подписчик,11.5
501540,2025-03-05 16:24:00,Деловой квартал ,Разовая поездка,16.7 мин
519392,2026-04-17 19:13:00,Деловой квартал,Подписчик,7.5
517181,2026-02-19 15:33:00,Парк Горького,Подписчик,6.0
513388,2025-10-07 10:21:00,набережная ,Разовая поездка,6.0
514773,2025-11-14 12:03:00,центральный вокзал,,49.9
504102,2025-05-04 05:46:00,Парк Горького ,Подписчик,4.5
502095,2025-03-21 09:17:00,Деловой квартал,Подписчик,12.1
505483,2025-05-30 10:59:00,Парк Горького,Разовая поездка,5.2
522374,2026-06-08 07:40:00,центральный вокзал,Подписчик,13.2 мин
516416,2026-01-18 20:40:00,набережная ,Подписчик,11.0
519532,2026-04-21 20:28:00,набережная ,Разовая поездка,16.8
509429,2025-07-29 10:59:00,центральный вокзал,Подписчик,23.8
509049,2025-07-24 11:16:00,университет,Разовая поездка,11.3
504163,2025-05-05 10:11:00,университет,Подписчик,11.2
504728,2025-05-16 22:07:00,Парк Горького,Подписчик,12.4
515401,2025-12-06 13:38:00,Парк Горького ,Подписчик,18.8
520335,2026-05-06 07:30:00,парк горького,Разовая поездка,25.3
505330,2025-05-27 10:03:00,университет,,12.0 мин
511590,2025-09-01 10:35:00,Центральный вокзал,Подписчик,43.6 мин
523588,2026-06-26 22:24:00,Деловой квартал,Разовая поездка,3.6
520132,2026-05-02 16:09:00,университет,Разовая поездка,47.5
516436,2026-01-19 16:27:00,Университет,Подписчик,5.7
516693,2026-01-31 13:38:00,центральный вокзал,Разовая поездка,11.5
519490,2026-04-20 20:09:00,университет,Подписчик,12.0
502870,2025-04-09 15:34:00,Парк Горького,Разовая поездка,47.7
502817,2025-04-08 17:55:00,Парк Горького,Разовая поездка,11.7
502831,2025-04-08 10:50:00,университет,Разовая поездка,7.7
515900,2025-12-26 16:31:00,центральный вокзал,Разовая поездка,3.6
516192,2026-01-08 20:26:00,Деловой квартал,,26.2
509170,2025-07-26 21:37:00,Парк Горького,,19.5
502464,2025-03-30 15:12:00,набережная ,Разовая поездка,10.0
507945,2025-07-07 18:36:00,Деловой квартал ,Подписчик,32.6
519894,2026-04-27 11:46:00,Деловой квартал,Разовая поездка,12.1
500807,2025-02-06 08:26:00,Университет,Подписчик,52.0
517115,2026-02-15 09:25:00,спальный район,Разовая поездка,16.6
500669,2025-01-31 10:45:00,университет,Подписчик,26.3
501556,2025-03-05 09:43:00,Спальный район,Разовая поездка,5.9
506407,2025-06-14 13:46:00,Парк Горького ,Разовая поездка,15.9
504427,2025-05-09 17:49:00,центральный вокзал,Подписчик,1809.8
508585,2025-07-17 12:38:00,Деловой квартал,Разовая поездка,12.6
514219,2025-10-28 11:02:00,набережная ,Разовая поездка,7.8
512606,2025-09-20 21:34:00,спальный район,Подписчик,14.8
521881,2026-05-31 19:37:00,центральный вокзал,Разовая поездка,32.6
513743,2025-10-16 16:41:00,Центральный вокзал,Подписчик,7.7
500558,2025-01-26 15:44:00,Набережная,Разовая поездка,42.7
521749,2026-05-29 19:40:00,Деловой квартал ,Подписчик,13.0
519722,2026-04-24 15:22:00,Деловой квартал,Разовая поездка,14.9 мин
509288,2025-07-27 14:11:00,набережная ,Подписчик,13.4
502012,2025-03-19 21:21:00,Центральный вокзал,Разовая поездка,7.5
519732,2026-04-25 16:49:00,Парк Горького,Разовая поездка,
518778,2026-04-04 14:22:00,Деловой квартал,Разовая поездка,6.2
523239,2026-06-21 22:58:00,Парк Горького,Подписчик,7.9 мин
516405,2026-01-18 17:36:00,парк горького,Разовая поездка,26.0 мин
510220,2025-08-11 20:06:00,Парк Горького ,Подписчик,39.7
521876,2026-05-31 16:12:00,набережная ,Разовая поездка,8.9
500888,2025-02-09 17:11:00,центральный вокзал,Подписчик,18.0
518829,2026-04-05 08:41:00,Деловой квартал,Разовая поездка,18.6
520683,2026-05-12 23:04:00,университет,Разовая поездка,13.2
505070,2025-05-22 11:09:00,Деловой квартал,Подписчик,45.0
502744,2025-04-06 16:26:00,Набережная,Разовая поездка,11.3
516905,2026-02-08 16:54:00,Парк Горького,Подписчик,28.1 мин
519421,2026-04-19 12:20:00,парк горького,,20.1
519465,2026-04-19 18:28:00,Деловой квартал,Разовая поездка,17.9
519323,2026-04-16 11:41:00,Деловой квартал ,Подписчик,29.4
505884,2025-06-05 18:24:00,Набережная,Разовая поездка,18.1
504145,2025-05-04 12:35:00,спальный район,Подписчик,40.1
520738,2026-05-13 07:00:00,Парк Горького ,Разовая поездка,28.9
510893,2025-08-21 16:54:00,Деловой квартал ,Подписчик,14.8
516211,2026-01-09 16:02:00,университет,Подписчик,3421.6
514207,2025-10-28 15:16:00,Парк Горького ,Разовая поездка,15.2
506853,2025-06-20 16:03:00,Деловой квартал ,Подписчик,30.3 мин
518229,2026-03-23 13:45:00,университет,Разовая поездка,14.7
500293,2025-01-15 10:56:00,Деловой квартал,Подписчик,16.4 мин
515981,2025-12-29 09:39:00,Парк Горького,Разовая поездка,8.8
512048,2025-09-09 21:37:00,Деловой квартал,Разовая поездка,23.1
517972,2026-03-16 19:34:00,Центральный вокзал,Подписчик,10.6
513698,2025-10-15 09:50:00,Парк Горького,Подписчик,14.6
517745,2026-03-09 12:53:00,Деловой квартал ,Разовая поездка,24.7
505962,2025-06-06 14:31:00,центральный вокзал,Разовая поездка,20.8
507564,2025-07-01 17:44:00,Деловой квартал,Подписчик,19.4 мин
507113,2025-06-24 18:43:00,Центральный вокзал,Разовая поездка,9.7
512254,2025-09-13 16:22:00,Центральный вокзал,Подписчик,25.3
513218,2025-10-03 19:56:00,Деловой квартал ,Разовая поездка,14.8
504105,2025-05-04 09:19:00,университет,Подписчик,7.1
506349,2025-06-13 14:10:00,университет,Подписчик,35.2
515520,2025-12-10 15:04:00,Деловой квартал,Разовая поездка,18.2
521500,2026-05-24 17:40:00,Деловой квартал ,Подписчик,6.5
511050,2025-08-23 09:51:00,Спальный район,Подписчик,6.8
508147,2025-07-10 10:37:00,Деловой квартал ,Разовая поездка,10.9
503644,2025-04-25 19:56:00,Центральный вокзал,Разовая поездка,12.8
519859,2026-04-27 10:39:00,Парк Горького ,Разовая поездка,11.3
518503,2026-03-29 17:07:00,Спальный район,Разовая поездка,15.3
517709,2026-03-08 18:34:00,центральный вокзал,Подписчик,13.8
517196,2026-02-19 15:43:00,Деловой квартал,Подписчик,5.5
523075,2026-06-18 16:51:00,Спальный район,Разовая поездка,3.0
502665,2025-04-04 22:20:00,набережная ,Разовая поездка,7.5
500721,2025-02-01 20:13:00,Деловой квартал ,Разовая поездка,17.8
509500,2025-07-30 16:09:00,Деловой квартал,Подписчик,20.3
522896,2026-06-16 15:56:00,Набережная,Подписчик,5.9
521414,2026-05-23 15:02:00,Деловой квартал,Подписчик,12.5
505338,2025-05-27 23:09:00,Центральный вокзал,Разовая поездка,6.5
507697,2025-07-03 07:06:00,Деловой квартал ,Подписчик,9.3
503054,2025-04-13 17:46:00,Центральный вокзал,Разовая поездка,13.6
521848,2026-05-31 14:00:00,Парк Горького ,Подписчик,18.6
513250,2025-10-04 19:55:00,набережная ,Подписчик,20.4
501009,2025-02-15 13:20:00,набережная ,Подписчик,9.7
506557,2025-06-16 17:26:00,Набережная,Подписчик,9.1
512135,2025-09-11 08:20:00,Центральный вокзал,Разовая поездка,39.6
513004,2025-09-28 16:43:00,центральный вокзал,Разовая поездка,28.4
503443,2025-04-21 10:01:00,Парк Горького,Подписчик,33.9 мин
512467,2025-09-18 18:14:00,центральный вокзал,Подписчик,14.5
502737,2025-04-06 16:42:00,Университет,Подписчик,20.8
516629,2026-01-27 10:22:00,Деловой квартал ,Разовая поездка,
507096,2025-06-24 19:28:00,Парк Горького ,Разовая поездка,23.1
501053,2025-02-17 15:54:00,Парк Горького ,Подписчик,11.3
508435,2025-07-15 16:59:00,парк горького,Разовая поездка,14.4
502173,2025-03-23 08:53:00,Деловой квартал,Разовая поездка,7.1
510937,2025-08-22 09:51:00,Университет,Подписчик,14.5
516207,2026-01-09 19:57:00,университет,Подписчик,33.4
511256,2025-08-26 12:56:00,Деловой квартал ,Подписчик,7.3
509736,2025-08-03 11:04:00,Набережная,Подписчик,38.0
503200,2025-04-16 10:46:00,Спальный район,Разовая поездка,12.5
516552,2026-01-24 20:29:00,набережная ,Подписчик,19.6
503435,2025-04-21 16:58:00,парк горького,Подписчик,11.8
521635,2026-05-27 16:06:00,университет,Подписчик,22.5
520501,2026-05-09 15:29:00,Парк Горького ,Подписчик,5.3 мин
515214,2025-11-28 10:54:00,центральный вокзал,Подписчик,2.8
521614,2026-05-27 20:00:00,Парк Горького ,Подписчик,8.5
513025,2025-09-28 13:47:00,спальный район,Подписчик,18.0
522375,2026-06-08 21:13:00,центральный вокзал,Разовая поездка,10.2 мин
510794,2025-08-20 17:51:00,парк горького,Разовая поездка,14.5
522069,2026-06-04 15:49:00,Парк Горького,Подписчик,3.2
506733,2025-06-19 10:09:00,Парк Горького ,Разовая поездка,26.7
512287,2025-09-14 12:22:00,университет,Подписчик,3.7
522381,2026-06-08 19:18:00,Деловой квартал,Подписчик,15.9
511524,2025-08-31 14:43:00,Набережная,Разовая поездка,30.2 мин
513609,2025-10-13 17:37:00,Парк Горького ,Разовая поездка,11.4
512419,2025-09-17 20:02:00,набережная ,Подписчик,10.5
505611,2025-06-01 13:54:00,университет,Подписчик,8.7
509998,2025-08-07 11:22:00,Университет,Разовая поездка,33.9
522611,2026-06-12 22:52:00,университет,Подписчик,17.9
523440,2026-06-24 13:13:00,Парк Горького,Разовая поездка,6.4
513076,2025-09-30 06:07:00,Деловой квартал ,Разовая поездка,20.6
522020,2026-06-03 15:43:00,парк горького,Разовая поездка,32.9
513170,2025-10-03 11:20:00,парк горького,Разовая поездка,6.1
502672,2025-04-04 21:09:00,центральный вокзал,Подписчик,9.9
521557,2026-05-25 08:21:00,Деловой квартал,Подписчик,10.6
520946,2026-05-16 12:33:00,Университет,Разовая поездка,20.1
510187,2025-08-10 18:01:00,центральный вокзал,Разовая поездка,10.0
500999,2025-02-14 18:00:00,университет,Подписчик,12.6
512732,2025-09-23 19:42:00,Парк Горького,Подписчик,26.4
521240,2026-05-20 08:57:00,Деловой квартал,Разовая поездка,24.5
517225,2026-02-20 09:21:00,центральный вокзал,Разовая поездка,7.3 мин
507224,2025-06-26 13:37:00,центральный вокзал,Подписчик,39.0
515615,2025-12-15 18:05:00,Парк Горького,Разовая поездка,37.6
520154,2026-05-02 16:01:00,центральный вокзал,Разовая поездка,9.4
503545,2025-04-23 17:35:00,центральный вокзал,Подписчик,20.9
519448,2026-04-19 18:03:00,Университет,Разовая поездка,1.8
515198,2025-11-28 05:11:00,Парк Горького,Подписчик,8.1
522202,2026-06-06 15:53:00,Парк Горького,Подписчик,35.4
521149,2026-05-19 18:39:00,Университет,Разовая поездка,9.2
521352,2026-05-22 12:59:00,Спальный район,Разовая поездка,7.5
513511,2025-10-10 09:41:00,Набережная,Подписчик,47.1
516078,2026-01-03 16:06:00,Набережная,Подписчик,27.9 мин
515440,2025-12-07 14:29:00,парк горького,Подписчик,11.6
518783,2026-04-04 23:49:00,Деловой квартал,Разовая поездка,18.0
510146,2025-08-10 17:22:00,Парк Горького,Подписчик,37.6
516452,2026-01-20 11:35:00,Парк Горького,Подписчик,12.9 мин
507529,2025-07-01 12:49:00,университет,Подписчик,7.1
514146,2025-10-26 16:37:00,Парк Горького,Разовая поездка,11.3
517749,2026-03-09 18:34:00,Спальный район,Подписчик,14.0
503563,2025-04-23 11:24:00,Деловой квартал,Подписчик,6.2 мин
506204,2025-06-10 10:34:00,университет,Разовая поездка,1.6
504617,2025-05-13 17:41:00,набережная ,Подписчик,18.1
522599,2026-06-12 12:23:00,парк горького,Разовая поездка,
506949,2025-06-22 13:21:00,университет,Подписчик,15.5
507766,2025-07-04 10:26:00,Деловой квартал,Подписчик,2.2
522890,2026-06-16 18:37:00,университет,Подписчик,8.2
523812,2026-06-30 15:48:00,Парк Горького,Разовая поездка,14.1
502592,2025-04-02 18:21:00,Центральный вокзал,Подписчик,5.1
503593,2025-04-24 17:06:00,Центральный вокзал,Подписчик,14.5 мин
523283,2026-06-21 13:35:00,набережная ,Подписчик,20.2
500164,2025-01-09 16:09:00,Деловой квартал ,Разовая поездка,30.4
514771,2025-11-14 16:50:00,Набережная,Разовая поездка,5.1
518714,2026-04-03 22:10:00,университет,Разовая поездка,16.2
508681,2025-07-18 09:39:00,Деловой квартал,Подписчик,21.5
523714,2026-06-28 12:28:00,Набережная,Разовая поездка,31.6
508948,2025-07-22 09:11:00,Деловой квартал ,Разовая поездка,27.8
518033,2026-03-18 07:04:00,Университет,Подписчик,53.4
516105,2026-01-04 10:39:00,Центральный вокзал,Подписчик,15.4
521347,2026-05-22 16:44:00,Деловой квартал ,Разовая поездка,5.5
500333,2025-01-17 17:58:00,Деловой квартал,Разовая поездка,4.8
522491,2026-06-10 18:31:00,центральный вокзал,Разовая поездка,11.9
518657,2026-04-02 17:17:00,Парк Горького ,Подписчик,12.5 мин
512123,2025-09-11 15:28:00,Университет,Разовая поездка,15.3
506655,2025-06-18 16:36:00,Парк Горького ,Подписчик,14.4
518656,2026-04-02 09:53:00,парк горького,Подписчик,
518376,2026-03-27 16:32:00,парк горького,Разовая поездка,4.2
504420,2025-05-09 09:51:00,центральный вокзал,Разовая поездка,5.1
501990,2025-03-18 16:19:00,Спальный район,Подписчик,35.1
504150,2025-05-05 11:08:00,Парк Горького ,Подписчик,9.2
522440,2026-06-10 18:25:00,Парк Горького ,Подписчик,
511653,2025-09-02 21:41:00,Центральный вокзал,Разовая поездка,8.7
509815,2025-08-04 10:12:00,Университет,Подписчик,9.3
519747,2026-04-25 15:41:00,Университет,Разовая поездка,20.3
517639,2026-03-07 18:11:00,Парк Горького ,Подписчик,13.3
519048,2026-04-11 05:08:00,Парк Горького,Разовая поездка,30.2 мин
507215,2025-06-26 12:47:00,университет,Разовая поездка,
506097,2025-06-08 16:11:00,Набережная,Подписчик,2.3
507339,2025-06-28 18:24:00,Парк Горького,Подписчик,25.8
510111,2025-08-09 16:39:00,центральный вокзал,Разовая поездка,12.5
510392,2025-08-13 09:12:00,Деловой квартал,Разовая поездка,5.8
506259,2025-06-11 14:36:00,университет,Подписчик,4.0
523533,2026-06-26 15:24:00,Парк Горького,Разовая поездка,36.4
507310,2025-06-27 21:03:00,Деловой квартал ,Разовая поездка,4.6
502206,2025-03-24 15:20:00,Центральный вокзал,Разовая поездка,7.3
518627,2026-04-01 12:27:00,набережная ,Разовая поездка,26.7
520392,2026-05-07 15:12:00,Парк Горького,Подписчик,13.0
521409,2026-05-23 14:17:00,Центральный вокзал,Разовая поездка,11.2 мин
512980,2025-09-28 09:54:00,парк горького,Разовая поездка,3.3
513961,2025-10-21 14:08:00,Деловой квартал,Разовая поездка,6.2
522995,2026-06-17 16:10:00,Деловой квартал,Разовая поездка,1.7
503134,2025-04-15 14:44:00,Университет,Подписчик,23.9
517948,2026-03-15 14:11:00,Деловой квартал ,Подписчик,17.0
520615,2026-05-11 18:50:00,Парк Горького ,Разовая поездка,4.9
506536,2025-06-16 08:37:00,Парк Горького,Разовая поездка,25.1
510500,2025-08-15 16:52:00,центральный вокзал,Подписчик,12.5
515065,2025-11-23 07:47:00,набережная ,Подписчик,14.9 мин
523436,2026-06-24 20:57:00,парк горького,Подписчик,8.6
519923,2026-04-28 14:11:00,университет,Подписчик,11.2
514373,2025-11-01 12:12:00,Спальный район,Подписчик,12.8
504200,2025-05-05 09:08:00,спальный район,Разовая поездка,30.2
500696,2025-02-01 10:45:00,университет,Разовая поездка,8.3
